snapshot_id,event_id,district,lat,lon,label,lead_hours,month,day_of_year,humidity_spike_3h,humidity_spike_6h,humidity_max,pressure_drop_3h,pressure_drop_6h,precip_rate_max_mm_hr,precip_total_mm,precip_acceleration,cloud_cover_max_pct,wind_gust_max_ms,humidity_pressure_interaction,elevation_m
NEG037_L3,NEG037,Shimla,31.1048,77.1734,0,3,8,226,-0.6000000000000085,-1.990000000000009,97.0,-0.1400000000000005,-0.1599999999999966,2.2,-2177394.1100000003,98997.06000000004,100.0,3.58,0.3183999999999947,2195.0
NEG037_L6,NEG037,Shimla,31.1048,77.1734,0,6,8,226,2.450000000000003,6.799999999999997,96.0,-0.019999999999996,0.1099999999999994,2.2,-1880410.25,-98995.57,100.0,3.58,0.7479999999999958,2195.0
NEG037_L9,NEG037,Shimla,31.1048,77.1734,0,9,8,226,1.5300000000000011,10.100000000000009,96.0,0.1299999999999954,0.2199999999999988,2.2,-1583424.12,98993.19,100.0,3.58,2.22199999999999,2195.0
NEG038_L0,NEG038,Kullu,32.0167,77.3333,0,0,7,201,4.0,0.0,100.0,-0.0,-0.0600000000000022,3.0,-2474785.66,-98998.1,100.0,3.54,-0.0,1744.0
NEG038_L3,NEG038,Kullu,32.0167,77.3333,0,3,7,200,0.0,2.219999999999999,100.0,-0.0600000000000022,-0.0700000000000002,3.0,-2177787.96,99000.1,100.0,3.54,-0.1554000000000005,1744.0
NEG038_L6,NEG038,Kullu,32.0167,77.3333,0,6,7,200,1.7800000000000011,12.379999999999995,100.0,-0.009999999999998,0.0600000000000022,3.0,-1880788.06,-99001.2,100.0,3.54,0.7428000000000279,1744.0
NEG038_L9,NEG038,Kullu,32.0167,77.3333,0,9,7,200,2.490000000000009,8.010000000000005,100.0,0.0700000000000002,0.1099999999999994,3.0,-1583789.2599999998,99002.6,100.0,3.54,0.881099999999996,1744.0
NEG039_L0,NEG039,Mandi,31.5333,77.15,0,0,6,171,8.379999999999995,-1.3299999999999983,79.71,-0.0100000000000051,-0.2300000000000039,0.3,-2474594.7,-98930.03,66.0,4.05,0.3059000000000049,2187.0
NEG039_L3,NEG039,Mandi,31.5333,77.15,0,3,6,170,5.679999999999993,25.789999999999992,79.71,-0.2199999999999988,-0.2300000000000039,0.2,-2177702.69,98998.09,59.0,4.05,-5.931700000000101,2187.0
NEG039_L6,NEG039,Mandi,31.5333,77.15,0,6,6,170,3.9200000000000017,20.940000000000005,68.0,-0.0100000000000051,0.2000000000000028,0.2,-1880723.94,-98994.65,59.0,4.05,4.18800000000006,2187.0
NEG039_L9,NEG039,Mandi,31.5333,77.15,0,9,6,170,1.4499999999999955,1.1299999999999957,68.0,0.2100000000000079,0.3299999999999983,0.2,-1583836.41,98973.31,59.0,4.05,0.3728999999999965,2187.0
NEG040_L0,NEG040,Kullu,32.2432,77.1892,0,0,9,256,-0.730000000000004,-3.140000000000001,90.2,0.0499999999999971,0.009999999999998,0.0,-2475000.0,-99000.0,49.0,4.26,-0.0313999999999937,1878.0
NEG040_L3,NEG040,Kullu,32.2432,77.1892,0,3,9,255,-2.7900000000000063,0.8299999999999983,90.2,-0.0399999999999991,-0.0300000000000011,0.0,-2178000.0,99000.0,49.0,4.26,-0.0249000000000008,1878.0
NEG040_L6,NEG040,Kullu,32.2432,77.1892,0,6,9,255,17.58,21.72,86.58,0.009999999999998,0.1300000000000025,0.0,-1881000.0,-99000.0,49.0,4.26,2.8236000000000554,1878.0
NEG040_L9,NEG040,Kullu,32.2432,77.1892,0,9,9,255,0.8599999999999994,7.109999999999999,77.0,0.1200000000000045,0.1200000000000045,0.0,-1584000.0,99000.0,49.0,4.26,0.8532000000000323,1878.0
NEG041_L0,NEG041,Kinnaur,32.5,78.6,0,0,8,213,-8.689999999999998,5.060000000000002,94.0,0.0100000000000051,-0.0899999999999963,2.0,-2474369.91,-98992.61,100.0,4.21,-0.4553999999999815,4443.0
NEG041_L3,NEG041,Kinnaur,32.5,78.6,0,3,7,212,5.219999999999999,11.090000000000003,94.0,-0.1000000000000014,-0.1499999999999985,2.0,-2177389.4000000004,98973.7,100.0,4.21,-1.6634999999999849,4443.0
NEG041_L6,NEG041,Kinnaur,32.5,78.6,0,6,7,212,-15.840000000000003,21.169999999999995,94.0,-0.0499999999999971,0.0300000000000011,1.5,-1880445.7,-98990.63999999998,100.0,4.21,0.6351000000000239,4443.0
NEG041_L9,NEG041,Kinnaur,32.5,78.6,0,9,7,212,1.4699999999999989,1.4500000000000028,94.0,0.0799999999999983,0.1899999999999977,1.5,-1583525.04,98947.3,100.0,4.21,0.2754999999999972,4443.0
NEG042_L0,NEG042,Mandi,31.79,76.96,0,0,7,201,10.0,1.230000000000004,100.0,0.019999999999996,-0.0600000000000022,0.1,-2473744.95,-98945.65,90.0,4.11,-0.073800000000003,1472.0
NEG042_L3,NEG042,Mandi,31.79,76.96,0,3,7,200,0.289999999999992,6.920000000000002,98.77,-0.0799999999999983,-0.0799999999999983,0.1,-2176909.16,98943.62,86.0,4.11,-0.5535999999999883,1472.0
NEG042_L6,NEG042,Mandi,31.79,76.96,0,6,7,200,11.849999999999994,17.929999999999993,95.52,-0.0,0.0900000000000034,0.1,-1880072.14,-98984.21000000002,86.0,4.11,1.6137000000000603,1472.0
NEG042_L9,NEG042,Mandi,31.79,76.96,0,9,7,200,2.210000000000008,5.390000000000001,95.52,0.0900000000000034,0.1299999999999954,0.1,-1583347.71,98840.30999999998,72.0,4.11,0.7006999999999756,1472.0
NEG043_L0,NEG043,Kullu,32.2432,77.1892,0,0,8,231,5.0,0.0,100.0,0.0399999999999991,0.019999999999996,0.2,-2474802.1700000004,-98986.75,100.0,5.13,0.0,1878.0
NEG043_L3,NEG043,Kullu,32.2432,77.1892,0,3,8,230,0.0,3.239999999999995,100.0,-0.0200000000000031,-0.009999999999998,0.2,-2177853.48,98993.79,100.0,5.13,-0.0323999999999935,1878.0
NEG043_L6,NEG043,Kullu,32.2432,77.1892,0,6,8,230,13.760000000000003,17.03,100.0,0.0100000000000051,0.0900000000000034,0.2,-1880893.69,-98988.39,100.0,5.13,1.532700000000058,1878.0
NEG043_L9,NEG043,Kullu,32.2432,77.1892,0,9,8,230,0.3800000000000096,0.9300000000000068,100.0,0.0799999999999983,0.1299999999999954,0.2,-1583921.96,98990.09,100.0,5.13,0.1208999999999966,1878.0
NEG044_L0,NEG044,Kullu,32.0167,77.3333,0,0,7,208,0.269999999999996,-12.560000000000002,100.0,0.0600000000000022,0.0200000000000031,1.3,-2474327.54,-98994.48,100.0,5.19,-0.2512000000000393,1744.0
NEG044_L3,NEG044,Kullu,32.0167,77.3333,0,3,7,207,0.4500000000000028,0.1099999999999994,100.0,-0.0399999999999991,-0.1200000000000045,1.3,-2177345.04,98978.99,100.0,5.19,-0.0132000000000004,1744.0
NEG044_L6,NEG044,Kullu,32.0167,77.3333,0,6,7,207,26.72,10.480000000000004,100.0,-0.0800000000000054,-0.0100000000000051,1.3,-1880384.59,-98978.97,100.0,5.19,-0.1048000000000536,1744.0
NEG044_L9,NEG044,Kullu,32.0167,77.3333,0,9,7,207,2.219999999999999,3.719999999999999,100.0,0.0700000000000002,0.1000000000000014,1.3,-1583434.8199999998,98988.23999999998,100.0,5.19,0.3720000000000051,1744.0
NEG045_L0,NEG045,Shimla,31.452,77.633,0,0,8,218,14.0,0.0,100.0,0.0799999999999983,-0.0,5.5,-2474232.54,-98972.16000000005,100.0,5.74,-0.0,941.0
NEG045_L3,NEG045,Shimla,31.452,77.633,0,3,8,217,0.0,1.9899999999999949,100.0,-0.0799999999999983,-0.1500000000000056,5.5,-2177339.16,98978.24,100.0,5.74,-0.2985000000000105,941.0
NEG045_L6,NEG045,Shimla,31.452,77.633,0,6,8,217,13.010000000000003,16.980000000000004,100.0,-0.0700000000000073,-0.0500000000000113,5.5,-1880432.5,-98971.86000000002,100.0,5.74,-0.8490000000001933,941.0
NEG045_L9,NEG045,Shimla,31.452,77.633,0,9,8,217,1.6899999999999975,5.570000000000007,100.0,0.019999999999996,0.0499999999999971,5.5,-1583512.74,98965.38,100.0,5.74,0.2784999999999845,941.0
NEG046_L0,NEG046,Kangra,32.219,76.3234,0,0,9,260,-4.659999999999997,-5.450000000000003,86.0,0.0100000000000051,-0.0799999999999983,0.2,-2474999.7,-99000.0,36.0,3.28,0.4359999999999909,1316.0
NEG046_L3,NEG046,Kangra,32.219,76.3234,0,3,9,259,-1.6299999999999957,-0.539999999999992,86.0,-0.0900000000000034,-0.0999999999999943,0.2,-2177999.7,99000.0,36.0,3.28,0.0539999999999961,1316.0
NEG046_L6,NEG046,Kangra,32.219,76.3234,0,6,9,259,8.329999999999998,24.28,84.33,-0.0099999999999909,0.1700000000000017,0.2,-1880999.7,-99000.0,36.0,3.28,4.127600000000042,1316.0
NEG046_L9,NEG046,Kangra,32.219,76.3234,0,9,9,259,1.5899999999999963,1.8999999999999984,82.0,0.1799999999999926,0.3100000000000023,0.2,-1583999.7000000002,98999.8,28.0,3.28,0.5890000000000039,1316.0
NEG047_L0,NEG047,Mandi,31.79,76.96,0,0,6,160,-8.819999999999993,5.8700000000000045,78.0,0.0900000000000034,0.0400000000000062,0.3,-2474999.6,-99000.0,24.0,5.57,0.2348000000000369,1472.0
NEG047_L3,NEG047,Mandi,31.79,76.96,0,3,6,159,2.8100000000000023,-0.9299999999999996,78.0,-0.0499999999999971,0.0099999999999909,0.3,-2177999.6,99000.0,24.0,5.57,-0.0092999999999915,1472.0
NEG047_L6,NEG047,Mandi,31.79,76.96,0,6,6,159,24.24,26.690000000000005,78.0,0.059999999999988,0.1699999999999875,0.3,-1880999.6,-99000.0,24.0,5.57,4.537299999999667,1472.0
NEG047_L9,NEG047,Mandi,31.79,76.96,0,9,6,159,-0.8500000000000014,-3.68,78.0,0.1099999999999994,0.1500000000000056,0.3,-1583999.6,99000.4,24.0,5.57,-0.5520000000000209,1472.0
NEG048_L0,NEG048,Kullu,31.92,77.05,0,0,9,256,-12.620000000000005,-0.4600000000000079,86.0,0.019999999999996,-0.0699999999999931,0.2,-2474999.3000000003,-99000.0,47.0,3.91,0.0321999999999974,2208.0
NEG048_L3,NEG048,Kullu,31.92,77.05,0,3,9,255,-0.2999999999999971,-1.019999999999996,86.0,-0.0899999999999892,-0.0499999999999971,0.2,-2177999.3,99000.0,47.0,3.91,0.0509999999999969,2208.0
NEG048_L6,NEG048,Kullu,31.92,77.05,0,6,9,255,4.859999999999999,21.99,81.0,0.039999999999992,0.2000000000000028,0.2,-1880999.3,-99000.0,47.0,3.91,4.398000000000063,2208.0
NEG048_L9,NEG048,Kullu,31.92,77.05,0,9,9,255,1.2999999999999972,2.269999999999996,81.0,0.1600000000000108,0.1899999999999977,0.2,-1583999.2999999998,99000.1,47.0,3.91,0.4312999999999941,2208.0
NEG049_L0,NEG049,Kinnaur,31.5796,78.2803,0,0,7,198,8.200000000000003,-1.1499999999999917,98.11,-0.0300000000000011,-0.0499999999999971,1.1,-2473958.28,-98963.51000000002,100.0,4.82,0.0574999999999963,2220.0
NEG049_L3,NEG049,Kinnaur,31.5796,78.2803,0,3,7,197,-2.3500000000000085,3.919999999999988,98.11,-0.019999999999996,-0.0099999999999909,1.1,-2177058.25,98982.97000000002,100.0,4.82,-0.0391999999999642,2220.0
NEG049_L6,NEG049,Kinnaur,31.5796,78.2803,0,6,7,197,20.430000000000007,11.240000000000007,98.11,0.0100000000000051,-0.0,1.1,-1880129.82,-98991.6,100.0,4.82,-0.0,2220.0
NEG049_L9,NEG049,Kinnaur,31.5796,78.2803,0,9,7,197,1.4200000000000017,4.519999999999996,98.11,-0.0100000000000051,-0.0100000000000051,1.1,-1583226.94,98859.38,100.0,4.82,-0.045200000000023,2220.0
NEG050_L0,NEG050,Mandi,31.5333,77.15,0,0,9,269,8.400000000000006,1.3500000000000083,98.0,0.0700000000000073,-0.0,0.8,-2474997.0,-99000.0,100.0,4.07,-0.0,2187.0
NEG050_L3,NEG050,Mandi,31.5333,77.15,0,3,9,268,-0.9000000000000057,-0.960000000000008,98.0,-0.0700000000000073,-0.1700000000000017,0.8,-2177997.0,99000.0,100.0,4.07,0.1632000000000029,2187.0
NEG050_L6,NEG050,Mandi,31.5333,77.15,0,6,9,268,6.010000000000005,19.83,97.01,-0.0999999999999943,0.0799999999999983,0.8,-1880997.0,-99000.0,100.0,4.07,1.586399999999966,2187.0
NEG050_L9,NEG050,Mandi,31.5333,77.15,0,9,9,268,3.440000000000012,4.13000000000001,89.69,0.1799999999999926,0.3199999999999932,0.8,-1583997.0,99000.1,100.0,4.07,1.321599999999975,2187.0
NEG051_L0,NEG051,Kinnaur,31.4167,78.2667,0,0,9,251,13.0,5.609999999999999,100.0,0.019999999999996,-0.0600000000000022,0.1,-2474807.49,-98990.31,100.0,4.25,-0.3366000000000127,2612.0
NEG051_L3,NEG051,Kinnaur,31.4167,78.2667,0,3,9,250,0.5100000000000051,0.2900000000000062,100.0,-0.0799999999999983,-0.1800000000000068,0.1,-2177916.78,99037.11000000002,100.0,4.25,-0.0522000000000031,2612.0
NEG051_L6,NEG051,Kinnaur,31.4167,78.2667,0,6,9,250,32.099999999999994,34.92999999999999,100.0,-0.1000000000000085,-0.0300000000000011,0.1,-1880968.97,-99000.01,100.0,4.25,-1.0479000000000396,2612.0
NEG051_L9,NEG051,Kinnaur,31.4167,78.2667,0,9,9,250,3.3599999999999994,7.530000000000001,100.0,0.0700000000000073,0.1200000000000045,0.1,-1583968.98,98999.89000000004,100.0,4.25,0.9036000000000344,2612.0
NEG052_L0,NEG052,Kinnaur,32.5,78.6,0,0,8,233,7.680000000000007,4.420000000000002,97.37,0.0399999999999991,-0.0399999999999991,2.2,-2474773.93,-98997.5,100.0,5.94,-0.1767999999999963,4443.0
NEG052_L3,NEG052,Kinnaur,32.5,78.6,0,3,8,232,2.6099999999999994,13.02000000000001,97.37,-0.0799999999999983,-0.2000000000000028,2.2,-2177778.91,99000.30999999995,100.0,5.94,-2.604000000000039,4443.0
NEG052_L6,NEG052,Kinnaur,32.5,78.6,0,6,8,232,9.239999999999997,19.25,97.37,-0.1200000000000045,-0.1000000000000014,2.2,-1880781.04,-99002.11999999998,100.0,5.94,-1.9250000000000267,4443.0
NEG052_L9,NEG052,Kinnaur,32.5,78.6,0,9,8,232,0.8400000000000034,-2.68,97.37,0.0200000000000031,-0.009999999999998,1.7,-1583785.44,98984.81000000004,100.0,5.94,0.0267999999999946,4443.0
NEG053_L0,NEG053,Kullu,31.9578,77.1095,0,0,6,170,-4.299999999999997,-0.3900000000000005,92.98,0.0300000000000011,-0.039999999999992,0.2,-2474996.56,-99000.0,99.0,5.9,0.0155999999999969,1229.0
NEG053_L3,NEG053,Kullu,31.9578,77.1095,0,3,6,169,0.5700000000000074,14.38000000000001,92.98,-0.0699999999999931,-0.0799999999999983,0.2,-2177996.56,99000.2,99.0,5.9,-1.1503999999999763,1229.0
NEG053_L6,NEG053,Kullu,31.9578,77.1095,0,6,6,169,-3.2900000000000063,16.57999999999999,92.98,-0.0100000000000051,0.039999999999992,0.2,-1880996.76,-99000.0,99.0,5.9,0.6631999999998677,1229.0
NEG053_L9,NEG053,Kullu,31.9578,77.1095,0,9,6,169,2.760000000000005,9.260000000000003,92.98,0.0499999999999971,0.1400000000000005,0.2,-1583996.76,99000.0,99.0,5.9,1.296400000000006,1229.0
NEG054_L0,NEG054,Mandi,31.5333,77.15,0,0,9,266,-1.9000000000000057,-1.4100000000000108,98.0,0.0100000000000051,-0.1200000000000045,0.4,-2474996.97,-98998.47,57.0,3.81,0.1692000000000077,2187.0
NEG054_L3,NEG054,Mandi,31.5333,77.15,0,3,9,265,2.8400000000000034,2.3299999999999983,98.0,-0.1300000000000096,-0.1500000000000056,0.4,-2177998.5,99000.0,57.0,3.81,-0.3495000000000129,2187.0
NEG054_L6,NEG054,Mandi,31.5333,77.15,0,6,9,265,-6.819999999999993,20.77000000000001,97.0,-0.019999999999996,0.1200000000000045,0.4,-1880998.5,-99000.0,57.0,3.81,2.492400000000096,2187.0
NEG054_L9,NEG054,Mandi,31.5333,77.15,0,9,9,265,2.25,5.409999999999997,83.68,0.1400000000000005,0.2600000000000051,0.4,-1583998.5,99000.1,57.0,3.81,1.4066000000000267,2187.0
NEG055_L0,NEG055,Kullu,32.0167,77.3333,0,0,9,263,-11.849999999999994,-1.9699999999999989,87.0,0.0500000000000042,0.0600000000000022,0.3,-2474999.1,-99000.0,47.0,5.16,-0.1182000000000044,1744.0
NEG055_L3,NEG055,Kullu,32.0167,77.3333,0,3,9,262,-3.5999999999999943,-1.9399999999999973,87.0,0.009999999999998,-0.0100000000000051,0.3,-2177999.1,99000.1,47.0,5.16,0.0194000000000099,1744.0
NEG055_L6,NEG055,Kullu,32.0167,77.3333,0,6,9,262,-1.9399999999999973,23.90000000000001,87.0,-0.0200000000000031,0.0300000000000011,0.3,-1880999.2,-99000.0,33.0,5.16,0.7170000000000274,1744.0
NEG055_L9,NEG055,Kullu,32.0167,77.3333,0,9,9,262,3.0,6.879999999999996,87.0,0.0500000000000042,0.0800000000000054,0.3,-1583999.2000000002,99000.0,33.0,5.16,0.5504000000000367,1744.0
NEG056_L0,NEG056,Mandi,31.79,76.96,0,0,7,189,-11.97,3.1200000000000045,93.0,0.019999999999996,-0.0800000000000125,0.1,-2474999.9,-99000.0,78.0,5.37,-0.2496000000000393,1472.0
NEG056_L3,NEG056,Mandi,31.79,76.96,0,3,7,188,-0.75,4.599999999999994,92.0,-0.1000000000000085,-0.1099999999999994,0.1,-2177999.9,99000.0,78.0,5.37,-0.5059999999999968,1472.0
NEG056_L6,NEG056,Mandi,31.79,76.96,0,6,7,188,0.3100000000000023,23.64,89.0,-0.0099999999999909,0.0800000000000125,0.1,-1880999.9,-99000.0,78.0,5.37,1.891200000000296,1472.0
NEG056_L9,NEG056,Mandi,31.79,76.96,0,9,7,188,1.1099999999999994,2.890000000000001,89.0,0.0900000000000034,0.1700000000000017,0.1,-1583999.9,99000.0,78.0,5.37,0.491300000000005,1472.0
NEG057_L0,NEG057,Shimla,31.45,77.65,0,0,6,177,14.680000000000009,-2.559999999999988,80.61,0.0200000000000102,-0.0899999999999892,0.0,-2474996.6,-98999.63999999998,34.0,6.3,0.2303999999999712,1166.0
NEG057_L3,NEG057,Shimla,31.45,77.65,0,3,6,176,-1.5600000000000025,9.539999999999992,80.61,-0.1099999999999994,-0.1300000000000096,0.0,-2177997.3200000003,98999.69,34.0,6.3,-1.2402000000000912,1166.0
NEG057_L6,NEG057,Shimla,31.45,77.65,0,6,6,176,20.700000000000003,25.010000000000005,80.61,-0.0200000000000102,0.0899999999999892,0.0,-1880997.87,-98999.36,34.0,6.3,2.2508999999997306,1166.0
NEG057_L9,NEG057,Shimla,31.45,77.65,0,9,6,176,1.5,4.309999999999999,80.61,0.1099999999999994,0.2000000000000028,0.0,-1583999.55,99000.16999999998,21.0,6.3,0.862000000000012,1166.0
NEG058_L0,NEG058,Kullu,32.1167,77.3333,0,0,8,222,3.0,0.0,100.0,0.0300000000000011,-0.0300000000000011,1.4,-2474732.9800000004,-98999.85,100.0,4.99,-0.0,3324.0
NEG058_L3,NEG058,Kullu,32.1167,77.3333,0,3,8,221,0.0,0.4099999999999966,100.0,-0.0600000000000022,-0.0500000000000042,1.4,-2177733.43,98999.53,100.0,4.99,-0.0205000000000015,3324.0
NEG058_L6,NEG058,Kullu,32.1167,77.3333,0,6,8,221,11.590000000000003,14.540000000000006,100.0,0.009999999999998,0.0499999999999971,1.4,-1880734.3,-98999.82999999996,100.0,4.99,0.726999999999959,3324.0
NEG058_L9,NEG058,Kullu,32.1167,77.3333,0,9,8,221,1.7000000000000028,5.5,100.0,0.0399999999999991,0.1200000000000045,1.4,-1583736.43,98994.97999999998,100.0,4.99,0.660000000000025,3324.0
NEG059_L0,NEG059,Kinnaur,31.4167,78.2667,0,0,9,262,11.14,2.3400000000000034,94.14,0.0600000000000022,0.0100000000000051,0.3,-2474939.27,-98966.1,97.0,4.17,0.023400000000012,2612.0
NEG059_L3,NEG059,Kinnaur,31.4167,78.2667,0,3,9,261,2.390000000000001,7.840000000000003,91.8,-0.0499999999999971,-0.0999999999999943,0.3,-2177991.29,99001.57999999996,88.0,4.17,-0.7839999999999557,2612.0
NEG059_L6,NEG059,Kinnaur,31.4167,78.2667,0,6,9,261,28.96,30.45,89.0,-0.0499999999999971,0.0499999999999971,0.3,-1880998.79,-98999.44999999998,66.0,4.17,1.5224999999999131,2612.0
NEG059_L9,NEG059,Kinnaur,31.4167,78.2667,0,9,9,261,3.82,10.03,89.0,0.0999999999999943,0.1799999999999926,0.3,-1583999.52,98999.80999999998,66.0,4.17,1.8053999999999264,2612.0
NEG060_L0,NEG060,Mandi,31.79,76.96,0,0,7,191,-11.14,-9.810000000000002,100.0,0.1799999999999926,0.1499999999999914,1.4,-2472951.2500000005,-98903.33000000002,100.0,4.09,-1.4714999999999168,1472.0
NEG060_L3,NEG060,Mandi,31.79,76.96,0,3,7,190,-2.299999999999997,1.1099999999999994,100.0,-0.0300000000000011,-0.0699999999999931,1.4,-2176191.8000000003,98840.66,100.0,4.09,-0.0776999999999923,1472.0
NEG060_L6,NEG060,Mandi,31.79,76.96,0,6,7,190,-1.4399999999999975,7.870000000000003,99.0,-0.039999999999992,-0.0499999999999971,1.4,-1879596.82,-98939.8,100.0,4.09,-0.3934999999999778,1472.0
NEG060_L9,NEG060,Mandi,31.79,76.96,0,9,7,190,1.9099999999999968,7.579999999999998,99.0,-0.0100000000000051,0.0499999999999971,1.3,-1582821.32,98697.06,100.0,4.09,0.3789999999999783,1472.0
NEG061_L0,NEG061,Kullu,32.2432,77.1892,0,0,6,168,11.14,3.760000000000005,99.52,0.0500000000000042,-0.0,0.7,-2474998.5,-99000.0,85.0,6.15,-0.0,1878.0
NEG061_L3,NEG061,Kullu,32.2432,77.1892,0,3,6,167,1.1199999999999903,9.829999999999998,99.52,-0.0500000000000042,-0.0900000000000034,0.7,-2177998.5,99000.0,63.0,6.15,-0.8847000000000333,1878.0
NEG061_L6,NEG061,Kullu,32.2432,77.1892,0,6,6,167,15.549999999999995,22.71,99.52,-0.0399999999999991,0.009999999999998,0.7,-1880998.5,-99001.0,63.0,6.15,0.2270999999999547,1878.0
NEG061_L9,NEG061,Kullu,32.2432,77.1892,0,9,6,167,2.230000000000004,5.780000000000001,99.52,0.0499999999999971,0.1000000000000014,0.2,-1583999.5,98999.9,63.0,6.15,0.5780000000000083,1878.0
NEG062_L0,NEG062,Shimla,31.452,77.633,0,0,8,233,2.0,0.0,100.0,0.0499999999999971,0.0700000000000073,1.0,-2472891.48,-98957.58,100.0,4.43,0.0,941.0
NEG062_L3,NEG062,Shimla,31.452,77.633,0,3,8,232,0.0,0.8400000000000034,100.0,0.0200000000000102,0.0300000000000011,1.0,-2176043.76,98802.4,100.0,4.43,0.025200000000001,941.0
NEG062_L6,NEG062,Shimla,31.452,77.633,0,6,8,232,6.159999999999997,16.159999999999997,100.0,0.0099999999999909,0.059999999999988,1.0,-1879367.06,-98798.39,100.0,4.43,0.9695999999998068,941.0
NEG062_L9,NEG062,Shimla,31.452,77.633,0,9,8,232,3.1700000000000017,6.049999999999997,100.0,0.0499999999999971,0.0799999999999983,1.0,-1583044.35,98899.75,100.0,4.43,0.4839999999999894,941.0
NEG063_L0,NEG063,Kullu,31.92,77.05,0,0,6,179,12.170000000000002,-3.239999999999995,94.0,0.0099999999999909,-0.1299999999999954,1.4,-2472898.62,-98971.08,100.0,3.39,0.4211999999999846,2208.0
NEG063_L3,NEG063,Kullu,31.92,77.05,0,3,6,178,-0.25,8.569999999999993,94.0,-0.1399999999999863,-0.1199999999999903,1.4,-2176016.94,98926.19,100.0,3.39,-1.0283999999999165,2208.0
NEG063_L6,NEG063,Kullu,31.92,77.05,0,6,6,178,-12.159999999999997,13.439999999999998,94.0,0.019999999999996,0.059999999999988,1.4,-1879209.75,-98950.34,100.0,3.39,0.8063999999998395,2208.0
NEG063_L9,NEG063,Kullu,31.92,77.05,0,9,6,178,3.720000000000006,8.850000000000009,94.0,0.039999999999992,0.0600000000000022,1.4,-1582442.5699999998,98848.88,100.0,3.39,0.5310000000000207,2208.0
NEG064_L0,NEG064,Kangra,32.219,76.3234,0,0,9,259,1.1299999999999957,-9.25,96.0,0.0899999999999892,0.0799999999999983,0.4,-2474992.53,-98999.89,100.0,3.13,-0.7399999999999842,1316.0
NEG064_L3,NEG064,Kangra,32.219,76.3234,0,3,9,258,-3.1500000000000057,-3.640000000000001,96.0,-0.0099999999999909,-0.019999999999996,0.4,-2177992.8000000003,98999.75,100.0,3.13,0.0727999999999855,1316.0
NEG064_L6,NEG064,Kangra,32.219,76.3234,0,6,9,258,0.019999999999996,24.27,96.0,-0.0100000000000051,0.0600000000000022,0.4,-1880993.21,-99000.4,100.0,3.13,1.456200000000055,1316.0
NEG064_L9,NEG064,Kangra,32.219,76.3234,0,9,9,258,1.9099999999999968,5.719999999999999,87.0,0.0700000000000073,0.1500000000000056,0.2,-1583995.35,98999.01,100.0,3.13,0.8580000000000323,1316.0
NEG065_L0,NEG065,Kullu,31.6333,77.35,0,0,8,226,7.0,0.0799999999999983,100.0,-0.0500000000000113,-0.1500000000000056,7.8,-2473772.8000000007,-98852.83,100.0,4.48,-0.0120000000000002,1677.0
NEG065_L3,NEG065,Kullu,31.6333,77.35,0,3,8,225,-0.039999999999992,0.710000000000008,99.96,-0.0999999999999943,-0.1400000000000005,7.8,-2177049.45,98927.4,100.0,4.48,-0.0994000000000015,1677.0
NEG065_L6,NEG065,Kullu,31.6333,77.35,0,6,8,225,2.2099999999999937,11.429999999999993,99.8,-0.0400000000000062,0.019999999999996,7.8,-1880365.49,-98943.02999999998,100.0,4.48,0.2285999999999543,1677.0
NEG065_L9,NEG065,Kullu,31.6333,77.35,0,9,8,225,3.390000000000001,6.570000000000007,99.8,0.0600000000000022,0.1300000000000096,7.8,-1583629.18,98943.77,100.0,4.48,0.8541000000000645,1677.0
NEG066_L0,NEG066,Shimla,31.45,77.65,0,0,7,201,3.0,0.0,100.0,0.0499999999999971,-0.039999999999992,0.3,-2474282.2099999995,-98979.46,100.0,3.51,-0.0,1166.0
NEG066_L3,NEG066,Shimla,31.45,77.65,0,3,7,200,0.0,1.2999999999999972,100.0,-0.0899999999999892,-0.1299999999999954,0.3,-2177367.11,98980.04,100.0,3.51,-0.1689999999999937,1166.0
NEG066_L6,NEG066,Shimla,31.45,77.65,0,6,7,200,12.700000000000005,10.439999999999998,100.0,-0.0400000000000062,0.0300000000000011,0.2,-1880458.75,-98985.25,100.0,3.51,0.3132000000000118,1166.0
NEG066_L9,NEG066,Shimla,31.45,77.65,0,9,7,200,3.0799999999999983,7.090000000000003,100.0,0.0700000000000073,0.1700000000000017,0.2,-1583495.04,98976.73000000004,100.0,3.51,1.2053000000000127,1166.0
NEG067_L0,NEG067,Kullu,32.0333,77.3333,0,0,8,235,8.0,0.0,100.0,0.0499999999999971,-0.0700000000000002,0.3,-2474835.5300000003,-98997.53,100.0,3.81,-0.0,2398.0
NEG067_L3,NEG067,Kullu,32.0333,77.3333,0,3,8,234,0.0,2.2900000000000063,100.0,-0.1199999999999974,-0.1400000000000005,0.3,-2177841.16,98998.75,100.0,3.81,-0.3206000000000021,2398.0
NEG067_L6,NEG067,Kullu,32.0333,77.3333,0,6,8,234,12.709999999999994,16.319999999999993,100.0,-0.0200000000000031,0.0799999999999983,0.3,-1880845.5300000005,-98998.85,100.0,3.81,1.3055999999999717,2398.0
NEG067_L9,NEG067,Kullu,32.0333,77.3333,0,9,8,234,1.9099999999999968,5.719999999999999,100.0,0.1000000000000014,0.1500000000000056,0.2,-1583850.7800000005,98999.36,100.0,3.81,0.8580000000000323,2398.0
