snapshot_id,event_id,district,lat,lon,label,lead_hours,month,day_of_year,humidity_spike_3h,humidity_spike_6h,humidity_max,pressure_drop_3h,pressure_drop_6h,precip_rate_max_mm_hr,precip_total_mm,precip_acceleration,cloud_cover_max_pct,wind_gust_max_ms,humidity_pressure_interaction,elevation_m
NEG006_L6,NEG006,Kullu,32.2432,77.1892,0,6,7,203,-0.1599999999999966,5.049999999999997,100.0,-0.0300000000000011,0.009999999999998,0.5,-1880395.47,-99000.69999999998,100.0,4.68,0.0504999999999899,1878.0
NEG006_L9,NEG006,Kullu,32.2432,77.1892,0,9,7,203,1.9000000000000057,4.859999999999999,100.0,0.0399999999999991,0.0899999999999963,0.5,-1583419.13,98981.06,100.0,4.68,0.4373999999999819,1878.0
NEG007_L0,NEG007,Kullu,31.9578,77.1095,0,0,7,203,13.0,0.2000000000000028,100.0,-0.0200000000000102,-0.1500000000000056,6.7,-2472806.92,-98879.85,100.0,3.81,-0.0300000000000015,1229.0
NEG007_L3,NEG007,Kullu,31.9578,77.1095,0,3,7,202,0.2800000000000011,0.9699999999999988,100.0,-0.1299999999999954,-0.2099999999999937,6.7,-2176041.75,98990.6,100.0,3.81,-0.2036999999999937,1229.0
NEG007_L6,NEG007,Kullu,31.9578,77.1095,0,6,7,202,17.83,12.730000000000004,99.89,-0.0799999999999983,0.0499999999999971,6.7,-1879135.25,-98993.36,100.0,3.81,0.636499999999964,1229.0
NEG007_L9,NEG007,Kullu,31.9578,77.1095,0,9,7,202,0.0499999999999971,-0.2400000000000091,99.89,0.1299999999999954,0.1400000000000005,6.7,-1582215.75,98809.89999999998,100.0,3.81,-0.0336000000000014,1229.0
NEG008_L0,NEG008,Kullu,32.0167,77.3333,0,0,6,167,23.0,1.5999999999999943,100.0,0.0399999999999991,-0.0700000000000002,4.5,-2474632.0900000003,-98967.63999999998,100.0,6.04,-0.112,1744.0
NEG008_L3,NEG008,Kullu,32.0167,77.3333,0,3,6,166,-0.9599999999999936,5.160000000000011,99.36,-0.1099999999999994,-0.0900000000000034,4.5,-2177735.75,98962.32000000002,100.0,6.04,-0.4644000000000186,1744.0
NEG008_L6,NEG008,Kullu,32.0167,77.3333,0,6,6,166,23.239999999999995,22.58,97.0,0.019999999999996,0.0499999999999971,4.5,-1880847.2700000005,-98975.47999999998,100.0,6.04,1.1289999999999358,1744.0
NEG008_L9,NEG008,Kullu,32.0167,77.3333,0,9,6,166,4.349999999999994,13.29,97.0,0.0300000000000011,0.0300000000000011,4.5,-1583890.53,98996.76,100.0,6.04,0.3987000000000151,1744.0
NEG009_L0,NEG009,Mandi,31.79,76.96,0,0,7,207,4.0,0.0,100.0,0.0799999999999983,0.0499999999999971,0.4,-2474276.55,-98909.92,100.0,5.03,0.0,1472.0
NEG009_L3,NEG009,Mandi,31.79,76.96,0,3,7,206,0.3100000000000023,4.140000000000001,100.0,-0.0300000000000011,-0.059999999999988,0.4,-2177467.35,98962.62,100.0,5.03,-0.2483999999999506,1472.0
NEG009_L6,NEG009,Mandi,31.79,76.96,0,6,7,206,12.86,16.319999999999993,95.86,-0.0299999999999869,0.1000000000000085,0.4,-1880576.15,-98957.47000000002,100.0,5.03,1.6320000000001385,1472.0
NEG009_L9,NEG009,Mandi,31.79,76.96,0,9,7,206,3.2900000000000063,7.050000000000011,95.07,0.1299999999999954,0.2199999999999988,0.4,-1583719.86,98946.81,100.0,5.03,1.5509999999999944,1472.0
NEG010_L0,NEG010,Kinnaur,31.4167,78.2667,0,0,6,160,-4.140000000000001,1.6099999999999994,94.0,0.0899999999999892,-0.0300000000000011,0.6,-2474736.8200000003,-98989.04000000002,56.0,6.28,-0.0483000000000018,2612.0
NEG010_L3,NEG010,Kinnaur,31.4167,78.2667,0,3,6,159,-0.5699999999999932,7.030000000000001,94.0,-0.1199999999999903,-0.1799999999999926,0.6,-2177795.7,98983.21,56.0,6.28,-1.2653999999999483,2612.0
NEG010_L6,NEG010,Kinnaur,31.4167,78.2667,0,6,6,159,7.219999999999999,21.39,94.0,-0.0600000000000022,0.0099999999999909,0.6,-1880861.97,-98982.61,56.0,6.28,0.2138999999998054,2612.0
NEG010_L9,NEG010,Kinnaur,31.4167,78.2667,0,9,6,159,0.4299999999999997,-1.6900000000000048,94.0,0.0699999999999931,0.1200000000000045,0.2,-1583910.34,98984.9,41.0,6.28,-0.2028000000000082,2612.0
NEG011_L0,NEG011,Mandi,31.79,76.96,0,0,8,229,11.0,0.0,100.0,0.0900000000000034,0.0400000000000062,2.3,-2474347.1,-98998.03999999998,100.0,4.58,0.0,1472.0
NEG011_L3,NEG011,Mandi,31.79,76.96,0,3,8,228,0.0,2.1599999999999966,100.0,-0.0499999999999971,-0.019999999999996,2.3,-2177353.18,98998.39,100.0,4.58,-0.0431999999999913,1472.0
NEG011_L6,NEG011,Mandi,31.79,76.96,0,6,8,228,9.840000000000003,18.040000000000006,100.0,0.0300000000000011,0.1599999999999966,2.3,-1880358.89,-98999.04,100.0,4.58,2.88639999999994,1472.0
NEG011_L9,NEG011,Mandi,31.79,76.96,0,9,8,228,1.4200000000000017,3.0,100.0,0.1299999999999954,0.1799999999999926,2.3,-1583364.15,98997.43000000002,100.0,4.58,0.5399999999999778,1472.0
NEG012_L0,NEG012,Mandi,31.79,76.96,0,0,8,224,6.0,0.4300000000000068,100.0,0.039999999999992,-0.0600000000000022,1.7,-2474787.95,-98984.33000000002,100.0,5.85,-0.0258000000000013,1472.0
NEG012_L3,NEG012,Mandi,31.79,76.96,0,3,8,223,0.4599999999999937,1.9499999999999889,100.0,-0.0999999999999943,-0.059999999999988,1.7,-2177831.22,98970.52,100.0,5.85,-0.116999999999976,1472.0
NEG012_L6,NEG012,Mandi,31.79,76.96,0,6,8,223,10.620000000000005,12.320000000000007,100.0,0.0400000000000062,0.1599999999999966,1.7,-1880894.52,-98981.51,100.0,5.85,1.9711999999999592,1472.0
NEG012_L9,NEG012,Mandi,31.79,76.96,0,9,8,223,2.75,5.179999999999993,100.0,0.1199999999999903,0.2299999999999897,1.7,-1583929.5099999998,98997.5,100.0,5.85,1.1913999999999454,1472.0
NEG013_L0,NEG013,Kullu,32.0167,77.3333,0,0,7,191,7.0,0.0,100.0,0.0700000000000002,-0.009999999999998,2.5,-2474829.62,-98977.24,100.0,4.97,-0.0,1744.0
NEG013_L3,NEG013,Kullu,32.0167,77.3333,0,3,7,190,0.0,5.219999999999999,100.0,-0.0799999999999983,-0.0799999999999983,2.5,-2177876.62,98997.66,100.0,4.97,-0.417599999999991,1744.0
NEG013_L6,NEG013,Kullu,32.0167,77.3333,0,6,7,190,16.78,15.439999999999998,100.0,-0.0,0.0399999999999991,2.5,-1880905.16,-98995.97000000002,100.0,4.97,0.6175999999999867,1744.0
NEG013_L9,NEG013,Kullu,32.0167,77.3333,0,9,7,190,2.0,4.900000000000006,100.0,0.0399999999999991,0.029999999999994,2.5,-1583914.99,98985.96,100.0,4.97,0.1469999999999709,1744.0
NEG014_L0,NEG014,Mandi,31.79,76.96,0,0,9,257,-4.219999999999999,-7.659999999999997,94.11,0.0400000000000062,-0.059999999999988,1.1,-2474983.05,-98999.69,37.0,3.92,0.4595999999999083,1472.0
NEG014_L3,NEG014,Mandi,31.79,76.96,0,3,9,256,-2.6700000000000017,-1.0600000000000025,94.11,-0.0999999999999943,-0.1099999999999994,1.1,-2177984.74,98998.96000000002,37.0,3.92,0.1165999999999996,1472.0
NEG014_L6,NEG014,Mandi,31.79,76.96,0,6,9,256,11.5,25.599999999999994,92.5,-0.0100000000000051,0.1299999999999954,1.1,-1880987.16,-98998.48,37.0,3.92,3.327999999999883,1472.0
NEG014_L9,NEG014,Mandi,31.79,76.96,0,9,9,256,1.3400000000000034,2.240000000000009,92.0,0.1400000000000005,0.25,1.1,-1583989.48,98997.77,37.0,3.92,0.5600000000000023,1472.0
NEG015_L0,NEG015,Kinnaur,31.5796,78.2803,0,0,6,175,2.4000000000000057,0.5400000000000063,100.0,0.0099999999999909,-0.0900000000000034,0.4,-2473872.8400000003,-98985.46,100.0,5.5,-0.0486000000000024,2220.0
NEG015_L3,NEG015,Kinnaur,31.5796,78.2803,0,3,6,174,-0.1599999999999966,10.329999999999998,100.0,-0.0999999999999943,-0.1099999999999994,0.4,-2176931.8200000003,98980.39000000004,100.0,5.5,-1.136299999999994,2220.0
NEG015_L6,NEG015,Kinnaur,31.5796,78.2803,0,6,6,174,17.53,20.870000000000005,100.0,-0.0100000000000051,0.0699999999999931,0.4,-1879987.53,-98996.26999999996,100.0,5.5,1.460899999999858,2220.0
NEG015_L9,NEG015,Kinnaur,31.5796,78.2803,0,9,6,174,3.319999999999993,7.559999999999995,100.0,0.0799999999999983,0.0900000000000034,0.4,-1583066.6,98856.28,100.0,5.5,0.6804000000000253,2220.0
NEG016_L0,NEG016,Kullu,32.15,77.15,0,0,7,188,21.16,5.079999999999998,96.16,-0.0699999999999931,-0.2299999999999897,0.2,-2474401.3400000003,-98973.62,100.0,4.18,-1.1683999999999477,2054.0
NEG016_L3,NEG016,Kullu,32.15,77.15,0,3,7,187,1.7800000000000011,5.629999999999996,95.83,-0.1599999999999966,-0.1599999999999966,0.2,-2177457.46,99005.16,100.0,4.18,-0.90079999999998,2054.0
NEG016_L6,NEG016,Kullu,32.15,77.15,0,6,7,187,13.450000000000005,19.92,95.83,-0.0,0.0799999999999983,0.2,-1880470.48,-99007.8,100.0,4.18,1.5935999999999662,2054.0
NEG016_L9,NEG016,Kullu,32.15,77.15,0,9,7,187,3.1700000000000017,5.75,95.83,0.0799999999999983,0.1199999999999903,0.2,-1583535.6800000002,98982.57000000002,100.0,4.18,0.6899999999999444,2054.0
NEG017_L0,NEG017,Solan,30.9045,77.0967,0,0,6,154,-14.549999999999995,3.1500000000000057,89.0,0.0700000000000073,0.0100000000000051,5.4,-2474862.99,-98999.99,100.0,3.63,0.0315000000000161,1460.0
NEG017_L3,NEG017,Solan,30.9045,77.0967,0,3,6,153,0.1700000000000017,6.479999999999997,87.0,-0.0600000000000022,-0.1200000000000045,5.4,-2177863.04,98999.82,100.0,3.63,-0.777600000000029,1460.0
NEG017_L6,NEG017,Solan,30.9045,77.0967,0,6,6,153,-2.18,20.700000000000003,87.0,-0.0600000000000022,0.0400000000000062,5.4,-1880863.26,-99000.67,100.0,3.63,0.8280000000001295,1460.0
NEG017_L9,NEG017,Solan,30.9045,77.0967,0,9,6,153,2.3299999999999983,4.169999999999995,87.0,0.1000000000000085,0.2000000000000028,5.4,-1583866.41,99006.69000000005,100.0,3.63,0.8340000000000107,1460.0
NEG018_L0,NEG018,Mandi,31.708,76.9318,0,0,9,248,-15.510000000000003,5.649999999999992,90.0,0.0600000000000022,0.019999999999996,0.0,-2474996.65,-99000.0,36.0,4.07,0.1129999999999773,764.0
NEG018_L3,NEG018,Mandi,31.708,76.9318,0,3,9,247,-1.7099999999999935,-9.929999999999993,90.0,-0.0400000000000062,-0.0500000000000113,0.0,-2177996.6500000004,99000.0,36.0,4.07,0.4965000000001125,764.0
NEG018_L6,NEG018,Mandi,31.708,76.9318,0,6,9,247,6.769999999999996,18.09,90.0,-0.0100000000000051,0.0799999999999983,0.0,-1880996.65,-99000.0,29.0,4.07,1.447199999999969,764.0
NEG018_L9,NEG018,Mandi,31.708,76.9318,0,9,9,247,1.6700000000000017,2.75,90.0,0.0900000000000034,0.1300000000000096,0.0,-1583996.65,99000.0,27.0,4.07,0.3575000000000266,764.0
NEG019_L0,NEG019,Mandi,31.79,76.96,0,0,9,266,-5.329999999999998,1.9699999999999989,98.0,0.1000000000000085,0.0200000000000102,4.8,-2469990.02,-98882.51,100.0,2.45,0.0394000000000201,1472.0
NEG019_L3,NEG019,Mandi,31.79,76.96,0,3,9,265,-1.2999999999999972,-4.459999999999994,98.0,-0.0799999999999983,-0.1500000000000056,4.1,-2173387.85,98854.91,100.0,2.04,0.6690000000000245,1472.0
NEG019_L6,NEG019,Mandi,31.79,76.96,0,6,9,265,-3.8400000000000034,9.47,98.0,-0.0700000000000073,0.0099999999999909,4.1,-1876810.18,-98835.81,100.0,1.99,0.0946999999999138,1472.0
NEG019_L9,NEG019,Mandi,31.79,76.96,0,9,9,265,4.539999999999992,12.909999999999997,96.0,0.0799999999999983,0.1700000000000017,4.1,-1580453.87,98332.88,100.0,1.65,2.1947000000000214,1472.0
NEG020_L0,NEG020,Mandi,31.79,76.96,0,0,9,262,-2.049999999999997,-11.019999999999996,99.5,0.039999999999992,0.0100000000000051,0.0,-2474999.94,-99000.0,37.0,4.36,-0.1102000000000563,1472.0
NEG020_L3,NEG020,Mandi,31.79,76.96,0,3,9,261,0.4000000000000057,-0.5300000000000011,99.5,-0.0299999999999869,-0.0899999999999892,0.0,-2177999.94,98999.99,37.0,4.36,0.0476999999999943,1472.0
NEG020_L6,NEG020,Mandi,31.79,76.96,0,6,9,261,17.5,24.599999999999994,99.5,-0.0600000000000022,0.0099999999999909,0.0,-1880999.95,-98999.97,37.0,4.36,0.2459999999997762,1472.0
NEG020_L9,NEG020,Mandi,31.79,76.96,0,9,9,261,1.960000000000008,4.5,86.82,0.0699999999999931,0.1299999999999954,0.0,-1584000.0,99000.0,7.0,4.36,0.5849999999999795,1472.0
NEG021_L0,NEG021,Kullu,32.2432,77.1892,0,0,7,199,3.0,0.0,100.0,0.0399999999999991,0.0200000000000031,6.0,-2474433.18,-98870.98,100.0,6.53,0.0,1878.0
NEG021_L3,NEG021,Kullu,32.2432,77.1892,0,3,7,198,0.0,2.180000000000007,100.0,-0.019999999999996,-0.009999999999998,6.0,-2177692.1,98996.68,100.0,6.53,-0.0217999999999957,1878.0
NEG021_L6,NEG021,Kullu,32.2432,77.1892,0,6,7,198,7.819999999999993,12.269999999999996,100.0,0.009999999999998,-0.0100000000000051,6.0,-1880781.42,-98992.94,100.0,6.53,-0.1227000000000627,1878.0
NEG021_L9,NEG021,Kullu,32.2432,77.1892,0,9,7,198,0.2000000000000028,1.269999999999996,100.0,-0.0200000000000031,0.0499999999999971,6.0,-1583823.04,98982.55000000002,100.0,6.53,0.0634999999999962,1878.0
NEG022_L0,NEG022,Kullu,32.15,77.15,0,0,6,165,-15.86,1.3500000000000014,70.7,0.0300000000000011,-0.0799999999999983,0.2,-2474893.58,-98999.88,34.0,6.22,-0.1079999999999978,2054.0
NEG022_L3,NEG022,Kullu,32.15,77.15,0,3,6,164,-0.8999999999999986,-7.200000000000003,70.7,-0.1099999999999994,-0.1299999999999954,0.2,-2177893.74,98998.93,34.0,6.22,0.9359999999999676,2054.0
NEG022_L6,NEG022,Kullu,32.15,77.15,0,6,6,164,-4.009999999999998,27.72,70.7,-0.019999999999996,0.0600000000000022,0.2,-1880895.07,-99002.13,34.0,6.22,1.663200000000063,2054.0
NEG022_L9,NEG022,Kullu,32.15,77.15,0,9,6,164,0.3599999999999994,0.75,70.7,0.0799999999999983,0.1299999999999954,0.0,-1583904.02,98969.27,32.0,6.22,0.0974999999999965,2054.0
NEG023_L0,NEG023,Kullu,31.6333,77.35,0,0,8,236,4.569999999999993,-1.4300000000000068,100.0,0.0999999999999943,-0.0500000000000113,2.8,-2474105.75,-98975.66000000002,100.0,5.49,0.0715000000000165,1677.0
NEG023_L3,NEG023,Kullu,31.6333,77.35,0,3,8,235,0.3900000000000005,0.6099999999999994,100.0,-0.1500000000000056,-0.2600000000000051,2.8,-2177165.01,98947.8,100.0,5.49,-0.1586000000000029,1677.0
NEG023_L6,NEG023,Kullu,31.6333,77.35,0,6,8,235,9.39,14.180000000000009,100.0,-0.1099999999999994,-0.0300000000000011,2.8,-1880255.01,-98962.47,100.0,5.49,-0.4254000000000163,1677.0
NEG023_L9,NEG023,Kullu,31.6333,77.35,0,9,8,235,6.539999999999992,9.849999999999994,100.0,0.0799999999999983,0.1400000000000005,2.8,-1583426.1,98935.40999999996,100.0,5.49,1.3790000000000049,1677.0
NEG024_L0,NEG024,Mandi,31.5333,77.15,0,0,7,196,3.390000000000001,7.030000000000001,97.0,0.0300000000000011,-0.0799999999999983,1.6,-2474646.51,-98971.16,100.0,5.74,-0.5623999999999881,2187.0
NEG024_L3,NEG024,Mandi,31.5333,77.15,0,3,7,195,1.4200000000000017,8.769999999999996,97.0,-0.1099999999999994,-0.1299999999999954,1.6,-2177709.91,98997.41,100.0,5.74,-1.1400999999999597,2187.0
NEG024_L6,NEG024,Mandi,31.5333,77.15,0,6,7,195,-6.409999999999997,14.520000000000003,97.0,-0.019999999999996,0.1099999999999994,1.6,-1880735.64,-98997.57,100.0,5.74,1.5971999999999922,2187.0
NEG024_L9,NEG024,Mandi,31.5333,77.15,0,9,7,195,1.1799999999999995,1.4299999999999995,97.0,0.1299999999999954,0.2999999999999971,1.6,-1583759.4700000002,98984.17,100.0,5.74,0.4289999999999958,2187.0
NEG025_L0,NEG025,Kullu,31.92,77.05,0,0,9,256,5.390000000000001,-0.4500000000000028,96.52,-0.0,-0.0699999999999931,0.9,-2474695.98,-98957.34000000004,100.0,4.43,0.0314999999999971,2208.0
NEG025_L3,NEG025,Kullu,31.92,77.05,0,3,9,255,-0.6799999999999926,-0.4200000000000017,96.52,-0.0699999999999931,-0.1200000000000045,0.9,-2177798.52,98983.16,100.0,4.43,0.0504000000000021,2208.0
NEG025_L6,NEG025,Kullu,31.92,77.05,0,6,9,255,11.260000000000003,20.11,96.26,-0.0500000000000113,0.0699999999999931,0.9,-1880867.0600000003,-98981.14,100.0,4.43,1.4076999999998627,2208.0
NEG025_L9,NEG025,Kullu,31.92,77.05,0,9,9,255,2.230000000000004,5.450000000000003,96.0,0.1200000000000045,0.2000000000000028,0.9,-1583915.52,98994.08,100.0,4.43,1.090000000000016,2208.0
NEG026_L0,NEG026,Kullu,31.92,77.05,0,0,6,155,-0.0600000000000022,4.32,56.0,0.0400000000000062,-0.0799999999999983,0.0,-2475000.0,-99000.0,100.0,4.75,-0.3455999999999926,2208.0
NEG026_L3,NEG026,Kullu,31.92,77.05,0,3,6,154,1.2100000000000009,-4.32,56.0,-0.1200000000000045,-0.1899999999999977,0.0,-2178000.0,99000.0,100.0,4.75,0.8207999999999902,2208.0
NEG026_L6,NEG026,Kullu,31.92,77.05,0,6,6,154,26.94,28.5,56.0,-0.0699999999999931,0.0400000000000062,0.0,-1881000.0,-99000.0,100.0,4.75,1.140000000000178,2208.0
NEG026_L9,NEG026,Kullu,31.92,77.05,0,9,6,154,0.6500000000000021,1.6700000000000017,56.0,0.1099999999999994,0.1799999999999926,0.0,-1584000.0,99000.0,100.0,4.75,0.300599999999988,2208.0
NEG027_L0,NEG027,Kullu,32.15,77.15,0,0,6,160,-12.819999999999991,5.8700000000000045,85.0,0.0900000000000034,0.0400000000000062,0.0,-2475000.0,-99000.0,40.0,5.57,0.2348000000000369,2054.0
NEG027_L3,NEG027,Kullu,32.15,77.15,0,3,6,159,2.8100000000000023,-0.9299999999999996,85.0,-0.0499999999999971,0.0099999999999909,0.0,-2178000.0,99000.0,40.0,5.57,-0.0092999999999915,2054.0
NEG027_L6,NEG027,Kullu,32.15,77.15,0,6,6,159,1.240000000000002,26.690000000000005,74.64,0.059999999999988,0.1699999999999875,0.0,-1881000.0,-99000.0,40.0,5.57,4.537299999999667,2054.0
NEG027_L9,NEG027,Kullu,32.15,77.15,0,9,6,159,-0.8500000000000014,-3.68,74.64,0.1099999999999994,0.1500000000000056,0.0,-1584000.0,99000.0,40.0,5.57,-0.5520000000000209,2054.0
NEG028_L0,NEG028,Kullu,32.15,77.15,0,0,8,221,24.33,-1.1099999999999994,100.0,-0.0300000000000011,-0.1299999999999954,0.6,-2474149.0700000003,-98995.65,100.0,3.24,0.1442999999999948,2054.0
NEG028_L3,NEG028,Kullu,32.15,77.15,0,3,8,220,0.5900000000000034,1.4299999999999926,100.0,-0.0999999999999943,-0.1500000000000056,0.6,-2177160.66,98987.88,100.0,3.24,-0.214500000000007,2054.0
NEG028_L6,NEG028,Kullu,32.15,77.15,0,6,8,220,16.010000000000005,15.940000000000012,100.0,-0.0500000000000113,0.0499999999999971,0.6,-1880182.2,-98989.18,100.0,3.24,0.7969999999999553,2054.0
NEG028_L9,NEG028,Kullu,32.15,77.15,0,9,8,220,3.3299999999999983,7.389999999999986,100.0,0.1000000000000085,0.2100000000000079,0.6,-1583209.9,98966.61000000002,100.0,3.24,1.551900000000056,2054.0
NEG029_L0,NEG029,Shimla,31.1048,77.1734,0,0,8,225,-2.8400000000000034,-0.5900000000000034,99.0,0.1099999999999994,-0.1499999999999914,1.9,-2469240.77,-98953.23,100.0,5.74,0.0884999999999954,2195.0
NEG029_L3,NEG029,Shimla,31.1048,77.1734,0,3,8,224,0.9000000000000057,-0.6800000000000068,99.0,-0.2599999999999909,-0.2399999999999948,1.9,-2172528.12,98974.38,100.0,5.74,0.1631999999999981,2195.0
NEG029_L6,NEG029,Shimla,31.1048,77.1734,0,6,8,224,9.430000000000009,12.350000000000009,99.0,0.019999999999996,0.1099999999999994,1.9,-1875727.88,-98935.55,100.0,5.74,1.3584999999999938,2195.0
NEG029_L9,NEG029,Shimla,31.1048,77.1734,0,9,8,224,2.280000000000001,-0.4600000000000079,99.0,0.0900000000000034,0.1899999999999977,1.9,-1579219.31,98706.99,100.0,5.74,-0.0874000000000004,2195.0
NEG030_L0,NEG030,Shimla,31.452,77.633,0,0,8,218,15.0,0.0,100.0,0.0499999999999971,-0.019999999999996,3.3,-2474746.8800000004,-98994.56000000004,100.0,3.78,-0.0,941.0
NEG030_L3,NEG030,Shimla,31.452,77.633,0,3,8,217,0.3499999999999943,5.489999999999995,100.0,-0.0699999999999931,-0.1400000000000005,3.3,-2177771.02,98990.18,100.0,3.78,-0.7686000000000024,941.0
NEG030_L6,NEG030,Shimla,31.452,77.633,0,6,8,217,8.510000000000005,22.77000000000001,99.05,-0.0700000000000073,0.0099999999999909,3.3,-1880800.04,-98989.96000000002,100.0,3.78,0.227699999999793,941.0
NEG030_L9,NEG030,Shimla,31.452,77.633,0,9,8,217,1.8299999999999983,4.789999999999992,99.05,0.0799999999999983,0.1600000000000108,0.1,-1583826.96,98993.73,100.0,3.78,0.7664000000000505,941.0
NEG031_L0,NEG031,Shimla,31.452,77.633,0,0,8,228,12.0,0.0,100.0,0.0100000000000051,-0.0799999999999983,0.7,-2474724.4999999995,-98989.13999999998,100.0,5.03,-0.0,941.0
NEG031_L3,NEG031,Shimla,31.452,77.633,0,3,8,227,0.0,0.6599999999999966,100.0,-0.0900000000000034,-0.0900000000000034,0.7,-2177747.04,98994.34000000004,100.0,5.03,-0.0594000000000019,941.0
NEG031_L6,NEG031,Shimla,31.452,77.633,0,6,8,227,13.340000000000003,13.28,99.34,-0.0,0.1300000000000096,0.7,-1880763.08,-98993.0,100.0,5.03,1.7264000000001285,941.0
NEG031_L9,NEG031,Shimla,31.452,77.633,0,9,8,227,4.740000000000009,8.420000000000002,97.62,0.1300000000000096,0.25,0.1,-1583784.86,98993.95,100.0,5.03,2.1050000000000004,941.0
NEG032_L0,NEG032,Mandi,31.708,76.9318,0,0,9,271,-8.219999999999999,-7.469999999999999,92.0,0.0699999999999931,-0.0200000000000102,0.5,-2474999.2,-99000.0,35.0,4.11,0.1494000000000764,764.0
NEG032_L3,NEG032,Mandi,31.708,76.9318,0,3,9,270,-1.1299999999999957,-2.8400000000000034,92.0,-0.0900000000000034,-0.1700000000000017,0.5,-2177999.2,99000.0,35.0,4.11,0.4828000000000054,764.0
NEG032_L6,NEG032,Mandi,31.708,76.9318,0,6,9,270,11.090000000000003,14.97,92.0,-0.0799999999999983,-0.0099999999999909,0.5,-1880999.2,-98999.6,35.0,4.11,-0.1496999999998638,764.0
NEG032_L9,NEG032,Mandi,31.708,76.9318,0,9,9,270,1.6099999999999994,4.980000000000004,92.0,0.0700000000000073,0.1099999999999994,0.1,-1583999.8,99000.2,35.0,4.11,0.5477999999999976,764.0
NEG033_L0,NEG033,Kullu,31.6333,77.35,0,0,6,178,-12.0,6.319999999999993,92.0,0.019999999999996,-0.0799999999999983,0.0,-2474978.14,-98990.5,71.0,5.13,-0.5055999999999887,1677.0
NEG033_L3,NEG033,Kullu,31.6333,77.35,0,3,6,177,2.3600000000000136,10.980000000000004,92.0,-0.0999999999999943,-0.1999999999999886,0.0,-2177991.04,98999.80000000002,71.0,5.13,-2.195999999999876,1677.0
NEG033_L6,NEG033,Kullu,31.6333,77.35,0,6,6,177,-2.299999999999997,23.730000000000004,92.0,-0.0999999999999943,-0.019999999999996,0.0,-1880992.54,-98999.55000000002,50.0,5.13,-0.4745999999999056,1677.0
NEG033_L9,NEG033,Kullu,31.6333,77.35,0,9,6,177,2.1099999999999994,4.27,92.0,0.0799999999999983,0.1899999999999977,0.0,-1583994.79,98999.79000000002,43.0,5.13,0.8112999999999903,1677.0
NEG034_L0,NEG034,Solan,30.9045,77.0967,0,0,7,202,-8.489999999999995,-0.3499999999999943,99.0,0.039999999999992,-0.0400000000000062,0.6,-2474785.65,-98998.63,100.0,6.37,0.0140000000000019,1460.0
NEG034_L3,NEG034,Solan,30.9045,77.0967,0,3,7,201,-0.2900000000000062,7.950000000000003,99.0,-0.0799999999999983,-0.0999999999999943,0.6,-2177810.6,98996.32000000002,100.0,6.37,-0.7949999999999551,1460.0
NEG034_L6,NEG034,Solan,30.9045,77.0967,0,6,7,201,2.9099999999999966,14.5,99.0,-0.019999999999996,0.1200000000000045,0.6,-1880836.5,-98995.93,100.0,6.37,1.740000000000066,1460.0
NEG034_L9,NEG034,Solan,30.9045,77.0967,0,9,7,201,-0.1599999999999966,-0.8700000000000045,99.0,0.1400000000000005,0.3199999999999932,0.6,-1583848.29,98995.64,100.0,6.37,-0.2783999999999955,1460.0
NEG035_L0,NEG035,Mandi,31.5333,77.15,0,0,7,196,1.9000000000000057,0.730000000000004,99.0,0.059999999999988,-0.0200000000000102,5.1,-2474123.02,-98958.31,96.0,3.6,-0.0146000000000075,2187.0
NEG035_L3,NEG035,Mandi,31.5333,77.15,0,3,7,195,0.5300000000000011,4.329999999999998,99.0,-0.0799999999999983,-0.0899999999999892,5.1,-2177238.69,98936.69000000002,96.0,3.6,-0.3896999999999531,2187.0
NEG035_L6,NEG035,Mandi,31.5333,77.15,0,6,7,195,7.840000000000003,14.939999999999998,98.41,-0.0099999999999909,0.1200000000000045,5.1,-1880384.48,-98943.42,96.0,3.6,1.7928000000000677,2187.0
NEG035_L9,NEG035,Mandi,31.5333,77.15,0,9,7,195,2.030000000000001,4.430000000000007,98.41,0.1299999999999954,0.1899999999999977,5.1,-1583503.42,98946.41,96.0,3.6,0.8416999999999912,2187.0
NEG036_L0,NEG036,Kullu,31.5333,77.6167,0,0,6,164,-14.03,5.519999999999996,85.0,-0.019999999999996,-0.1999999999999886,0.2,-2474896.25,-98998.97,100.0,5.69,-1.1039999999999364,3332.0
NEG036_L3,NEG036,Kullu,31.5333,77.6167,0,3,6,163,0.5600000000000023,9.630000000000004,82.0,-0.1799999999999926,-0.269999999999996,0.2,-2177899.36,98998.33,100.0,5.69,-2.6000999999999626,3332.0
NEG036_L6,NEG036,Kullu,31.5333,77.6167,0,6,6,163,-12.18,21.29,73.0,-0.0900000000000034,-0.0100000000000051,0.2,-1880903.3300000003,-99000.0,100.0,5.69,-0.2129000000001089,3332.0
NEG036_L9,NEG036,Kullu,31.5333,77.6167,0,9,6,163,2.400000000000002,5.390000000000001,73.0,0.0799999999999983,0.1599999999999966,0.2,-1583909.99,98993.77999999998,100.0,5.69,0.8623999999999817,3332.0
NEG037_L0,NEG037,Shimla,31.1048,77.1734,0,0,8,227,-6.189999999999998,-0.6499999999999915,97.0,0.0100000000000051,-0.1299999999999954,2.2,-2474356.97,-98982.59999999998,100.0,3.58,0.0844999999999959,2195.0
